Run	AGE	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_broad_scale	env_local_scale	env_medium	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Group	HOST	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	litter_id	mouse_id	Organism	Platform	ReleaseDate	create_date	version	Sample Name	SRA Study	total_sequences	study_name	uuid
SRR28674809	12	WGS	302	438831066	PRJNA1099939	SAMN40961885	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	201962272	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-07-08	public	fastq,run.zq,sra	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243158	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG041AM1_12MTH_07082020	PAIRED	RANDOM	METAGENOMIC	hSCATG041	hSCATG041AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG041AM1_12MTH_07082020	SRP501636	1494405	SampsonTR_2025	8c51cd73-0270-455a-b55d-7b7e4160fd4c
SRR28674811	6	WGS	302	295266608	PRJNA1099939	SAMN40961876	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	129006125	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	sra,run.zq,fastq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243156	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM7_6MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM7	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG039AM7_6MTH_01082020	SRP501636	1210573	SampsonTR_2025	32bfae72-7f89-4f56-a5c1-a97a0e535558
SRR28674812	3	WGS	302	405444664	PRJNA1099939	SAMN40961875	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	177030322	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-08	public	run.zq,sra,fastq	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243155	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM7_3MTH_10082019	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM7	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG039AM7_3MTH_10082019	SRP501636	1682734	SampsonTR_2025	e4d72110-535d-460f-96ab-66888f56e6a1
SRR28674813	1	WGS	302	536135466	PRJNA1099939	SAMN40961874	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	247090658	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-08	public	fastq,run.zq,sra	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243154	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM7_1MTH_08082019	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM7	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG039AM7_1MTH_08082019	SRP501636	1621969	SampsonTR_2025	f8d3e9a3-6af3-4b88-a768-ccf17015f9e4
SRR28674819	3	WGS	302	325308058	PRJNA1099939	SAMN40961847	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	146748127	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	run.zq,fastq,sra	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243148	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG036AM3_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG036	hSCATG036AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG036AM3_3MTH_10032019	SRP501636	1255616	SampsonTR_2025	feb96ed3-2278-4aa2-af4b-356ade0b5fbd
SRR28674820	1	WGS	302	267423416	PRJNA1099939	SAMN40961846	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	119768722	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	sra,fastq,run.zq	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243147	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG036AM3_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG036	hSCATG036AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG036AM3_1MTH_08012019	SRP501636	1021905	SampsonTR_2025	bc18a9ba-9b4a-41c6-9e6d-3887bb710cd2
SRR28674821	12	WGS	302	420259878	PRJNA1099939	SAMN40961845	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	192750444	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	run.zq,sra,fastq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243146	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG036AM3_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG036	hSCATG036AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG036AM3_12MTH_06302020	SRP501636	1556537	SampsonTR_2025	8ab8d39c-f2be-48aa-9a3b-0c86a7de150f
SRR28674822	6	WGS	302	238368902	PRJNA1099939	SAMN40961844	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	120410236	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-02	public	run.zq,sra,fastq	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243145	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG036AM1_6MTH_01022020	PAIRED	RANDOM	METAGENOMIC	hSCATG036	hSCATG036AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG036AM1_6MTH_01022020	SRP501636	682161	SampsonTR_2025	da2d93c7-5aae-461f-b0d5-9b276e1895f4
SRR28674823	3	WGS	302	336314146	PRJNA1099939	SAMN40961843	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	150343109	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	run.zq,sra,fastq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243144	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG036AM1_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG036	hSCATG036AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG036AM1_3MTH_10032019	SRP501636	1319810	SampsonTR_2025	5b08b154-8317-4e34-99c3-10ca9e795996
SRR28674824	1	WGS	302	460626104	PRJNA1099939	SAMN40961842	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	203000077	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	sra,fastq,run.zq	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243143	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG036AM1_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG036	hSCATG036AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG036AM1_1MTH_08012019	SRP501636	1869463	SampsonTR_2025	eee73da3-021c-4bc5-821f-5baa88dc51ff
SRR28674825	12	WGS	302	298357880	PRJNA1099939	SAMN40961841	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	136678772	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	fastq,run.zq,sra	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243142	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG036AM1_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG036	hSCATG036AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG036AM1_12MTH_06302020	SRP501636	1126761	SampsonTR_2025	dc8dac79-b476-430a-afb4-8ccfa6e71251
SRR28674826	1	WGS	302	421239566	PRJNA1099939	SAMN40961826	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	184134638	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	fastq,run.zq,sra	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243141	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG034AM5_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM5_1MTH_08012019	SRP501636	1720849	SampsonTR_2025	032655a3-6ed4-4bf0-bfbe-0e2fe4cfe2e9
SRR28674827	12	WGS	302	354894394	PRJNA1099939	SAMN40961825	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	160286965	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	run.zq,fastq,sra	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243140	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG034AM5_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM5_12MTH_06302020	SRP501636	1421045	SampsonTR_2025	3d1dbfca-5ef9-434a-ac5d-2e466dbde2f8
SRR28674830	1	WGS	302	405939340	PRJNA1099939	SAMN40961822	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	182507850	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	fastq,sra,run.zq	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243137	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG034AM3_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM3_1MTH_08012019	SRP501636	1607737	SampsonTR_2025	c74ad65d-9bd1-46e5-88f0-5aae4d885220
SRR28674831	12	WGS	302	357010810	PRJNA1099939	SAMN40961821	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	161340496	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	run.zq,sra,fastq	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243136	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG034AM3_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM3_12MTH_06302020	SRP501636	1395700	SampsonTR_2025	5baf59f1-9d87-4104-86b7-51fd73828e9d
SRR28674832	3	WGS	302	504862762	PRJNA1099939	SAMN40961731	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	222876527	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-03	public	fastq,sra,run.zq	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243135	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG018AM5_3MTH_09032019	PAIRED	RANDOM	METAGENOMIC	hSCATG018	hSCATG018AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG018AM5_3MTH_09032019	SRP501636	1915501	SampsonTR_2025	40cce961-02c8-479b-9c4a-bb9ca64ea3c5
SRR28674833	1	WGS	302	304872926	PRJNA1099939	SAMN40961722	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	143376543	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-01	public	sra,run.zq,fastq	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243134	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG016AM3_1MTH_07012019	PAIRED	RANDOM	METAGENOMIC	hSCATG016	hSCATG016AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG016AM3_1MTH_07012019	SRP501636	1168074	SampsonTR_2025	1c169d27-9026-4a6d-8fcb-41744a3e153e
SRR28674834	1	WGS	302	347650320	PRJNA1099939	SAMN40961770	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	160464593	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-15	public	fastq,run.zq,sra	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243133	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG025AM2_1MTH_07152019	PAIRED	RANDOM	METAGENOMIC	hSCATG025	hSCATG025AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG025AM2_1MTH_07152019	SRP501636	1352865	SampsonTR_2025	6506d848-3f2e-4a9d-a2d4-829b510524a0
SRR28674837	3	WGS	302	432401788	PRJNA1099939	SAMN40961767	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	190113836	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	run.zq,sra,fastq	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243130	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG023AM3_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG023	hSCATG023AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG023AM3_3MTH_09162019	SRP501636	1798530	SampsonTR_2025	7fa97606-5a7d-4361-b5ee-504238e31bfa
SRR28674838	1	WGS	302	344808198	PRJNA1099939	SAMN40961766	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	156024799	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-15	public	run.zq,sra,fastq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243129	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG023AM3_1MTH_07152019	PAIRED	RANDOM	METAGENOMIC	hSCATG023	hSCATG023AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG023AM3_1MTH_07152019	SRP501636	1358587	SampsonTR_2025	16e819e8-0ad7-4799-b0fd-011ffd89a1d1
SRR28674839	12	WGS	302	448016698	PRJNA1099939	SAMN40961765	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	201337463	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-11	public	sra,fastq,run.zq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243128	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG023AM3_12MTH_06112020	PAIRED	RANDOM	METAGENOMIC	hSCATG023	hSCATG023AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG023AM3_12MTH_06112020	SRP501636	1787622	SampsonTR_2025	b7b3673a-663d-4a85-9ecb-a0093823c2e0
SRR28674840	6	WGS	302	239205442	PRJNA1099939	SAMN40961764	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	112210326	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-16	public	run.zq,fastq,sra	ncbi,s3,gs	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243127	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG023AM2_6MTH_12162019	PAIRED	RANDOM	METAGENOMIC	hSCATG023	hSCATG023AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG023AM2_6MTH_12162019	SRP501636	946846	SampsonTR_2025	87ad5d16-c468-49c5-a766-bac3ef0861dc
SRR28674841	3	WGS	302	633250210	PRJNA1099939	SAMN40961763	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	274471487	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	fastq,sra,run.zq	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243126	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG023AM2_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG023	hSCATG023AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG023AM2_3MTH_09162019	SRP501636	2477222	SampsonTR_2025	fd1fb8be-283d-4cb9-a9d3-71bc723c6d86
SRR28674842	12	WGS	302	458346910	PRJNA1099939	SAMN40961913	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	208784875	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-12-12	public	run.zq,fastq,sra	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243125	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG054AM2_12MTH_12122020	PAIRED	RANDOM	METAGENOMIC	hSCATG054	hSCATG054AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG054AM2_12MTH_12122020	SRP501636	1624393	SampsonTR_2025	677daf24-64fe-4e9e-bdd8-f1f6a91f184e
SRR28674843	6	WGS	302	448835722	PRJNA1099939	SAMN40961912	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	204366191	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-05-18	public	fastq,sra,run.zq	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243124	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG053AM3_6MTH_05182020	PAIRED	RANDOM	METAGENOMIC	hSCATG053	hSCATG053AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG053AM3_6MTH_05182020	SRP501636	1675396	SampsonTR_2025	485bda49-a627-491b-b963-8b785482be8c
SRR28674844	3	WGS	302	408304906	PRJNA1099939	SAMN40961911	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	179349633	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-02-19	public	sra,fastq,run.zq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243123	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG053AM3_3MTH_02192020	PAIRED	RANDOM	METAGENOMIC	hSCATG053	hSCATG053AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG053AM3_3MTH_02192020	SRP501636	892334	SampsonTR_2025	89be8b42-9c8e-4298-b084-983d90d283b2
SRR28674845	6	WGS	302	446372006	PRJNA1099939	SAMN40961740	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	200047105	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-03	public	run.zq,fastq,sra	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243122	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG021AM1_6MTH_12032019	PAIRED	RANDOM	METAGENOMIC	hSCATG021	hSCATG021AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG021AM1_6MTH_12032019	SRP501636	1713167	SampsonTR_2025	15b215fd-b536-49c5-a7e9-c35ae6fb2ac2
SRR28674846	1	WGS	302	364135594	PRJNA1099939	SAMN40961910	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	163584317	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-19	public	run.zq,fastq,sra	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243121	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG053AM3_1MTH_12192019	PAIRED	RANDOM	METAGENOMIC	hSCATG053	hSCATG053AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG053AM3_1MTH_12192019	SRP501636	1399909	SampsonTR_2025	365dfc0b-ae54-432c-9fda-d3678d91280c
SRR28674847	12	WGS	302	308630712	PRJNA1099939	SAMN40961909	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	143258086	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-12-12	public	fastq,run.zq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243120	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG053AM3_12MTH_12122020	PAIRED	RANDOM	METAGENOMIC	hSCATG053	hSCATG053AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG053AM3_12MTH_12122020	SRP501636	1100947	SampsonTR_2025	aa2006aa-9dfc-48c9-b581-bc9db0e9d341
SRR28674848	6	WGS	302	426154616	PRJNA1099939	SAMN40961908	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	184569564	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-05-18	public	run.zq,sra,fastq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243119	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG053AM1_6MTH_05182020	PAIRED	RANDOM	METAGENOMIC	hSCATG053	hSCATG053AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG053AM1_6MTH_05182020	SRP501636	1519203	SampsonTR_2025	662770fa-b6c6-4bdb-b4a3-77efcf9cd0f8
SRR28674853	6	WGS	302	368530600	PRJNA1099939	SAMN40961896	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	163294220	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-02-10	public	fastq,run.zq,sra	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243114	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG043AM2_6MTH_02102020	PAIRED	RANDOM	METAGENOMIC	hSCATG043	hSCATG043AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG043AM2_6MTH_02102020	SRP501636	1416301	SampsonTR_2025	60f14fb3-0760-4cf6-a47d-4e6b4d8315dd
SRR28674854	3	WGS	302	356719078	PRJNA1099939	SAMN40961895	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	158466938	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-11-12	public	sra,fastq,run.zq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243113	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG043AM2_3MTH_11122019	PAIRED	RANDOM	METAGENOMIC	hSCATG043	hSCATG043AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG043AM2_3MTH_11122019	SRP501636	1373135	SampsonTR_2025	68a1753a-9efa-4f5c-a235-a96043cb93ac
SRR28674857	6	WGS	302	334226420	PRJNA1099939	SAMN40961892	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	151144158	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	run.zq,fastq,sra	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243110	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG041AM3_6MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG041	hSCATG041AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG041AM3_6MTH_01082020	SRP501636	1274518	SampsonTR_2025	a331f6c2-cccd-4e9f-a1b6-ed897d4fda10
SRR28674858	1	WGS	302	394866510	PRJNA1099939	SAMN40961862	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	170081194	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-08	public	fastq,run.zq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243109	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM2_1MTH_08082019	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG039AM2_1MTH_08082019	SRP501636	1685090	SampsonTR_2025	5e10bb14-b9f8-40fb-844a-2a96b02e66dc
